0, 0, 0, 1, 0, 0, 0
-0.0060392, 0.0010877, -0.01661, 0.99984, 0.094788, 0.04276, 0.0067273
-0.0083946, -0.0032234, -0.0088414, 0.99992, 0.21245, 0.10181, -0.00060373
-0.017315, -0.0044162, 0.010847, 0.99978, 0.29824, 0.15919, 0.013554
-0.019985, -0.013604, 0.032562, 0.99918, 0.38537, 0.18259, 0.044099
-0.017675, -0.022147, 0.049879, 0.99835, 0.47342, 0.21224, 0.061664
-0.01912, -0.030941, 0.063171, 0.99734, 0.57822, 0.21549, 0.08046
-0.028211, -0.040423, 0.061267, 0.9969, 0.70402, 0.22439, 0.061374
-0.026582, -0.035601, 0.052907, 0.99761, 0.83692, 0.25457, 0.031915
-0.019208, -0.026604, 0.039962, 0.99866, 0.9489, 0.28048, 0.084836
-0.014156, -0.017047, 0.028447, 0.99935, 1.0661, 0.31042, 0.086269
-0.011068, -0.01463, 0.019201, 0.99965, 1.1767, 0.32883, 0.13227
-0.011796, -0.020825, 0.018078, 0.99955, 1.2892, 0.38541, 0.16521
-0.010144, -0.029805, 0.02607, 0.99916, 1.3948, 0.43324, 0.16691
-0.016427, -0.035329, 0.036382, 0.99858, 1.4933, 0.45786, 0.15568
-0.025767, -0.036048, 0.044423, 0.99803, 1.5963, 0.48609, 0.12247
-0.025839, -0.032491, 0.051247, 0.99782, 1.7035, 0.51741, 0.16566
-0.026414, -0.03643, 0.051619, 0.99765, 1.8234, 0.53266, 0.18356
-0.022465, -0.042672, 0.042524, 0.99793, 1.9451, 0.54264, 0.21354
-0.024814, -0.042427, 0.031361, 0.9983, 2.0686, 0.55473, 0.19258
-0.017295, -0.037377, 0.02246, 0.9989, 2.1788, 0.60105, 0.20655
-0.015728, -0.027757, 0.019197, 0.99931, 2.2888, 0.63189, 0.2273
-0.0070751, -0.026779, 0.015723, 0.99949, 2.4052, 0.64087, 0.25156
-0.0089114, -0.026345, 0.017528, 0.99946, 2.5195, 0.70413, 0.24495
-0.011718, -0.031932, 0.027251, 0.99905, 2.6274, 0.75539, 0.23149
-0.014741, -0.033902, 0.042113, 0.99843, 2.7242, 0.77014, 0.24316
-0.015761, -0.028643, 0.054054, 0.998, 2.8325, 0.80612, 0.24549
-0.0083111, -0.031824, 0.057142, 0.99782, 2.939, 0.80597, 0.31192
-0.010462, -0.032323, 0.050223, 0.99816, 3.0436, 0.83479, 0.28567
-0.006662, -0.033346, 0.030096, 0.99897, 3.1671, 0.82712, 0.30753
-0.0049243, -0.02303, 0.0078662, 0.99969, 3.302, 0.84196, 0.26789
0.0069775, -0.0069076, -0.018601, 0.99978, 3.4368, 0.821, 0.33191
0.014304, 0.01467, -0.04589, 0.99874, 3.5681, 0.83345, 0.30659
0.014627, 0.018726, -0.070916, 0.9972, 3.6972, 0.8292, 0.30279
0.0083116, 0.015436, -0.083004, 0.99639, 3.8183, 0.78755, 0.27285
0.0025594, 0.01198, -0.0835, 0.99643, 3.9269, 0.77415, 0.28499
0.0042964, 0.015871, -0.086917, 0.99608, 4.0262, 0.75687, 0.31704
0.0072351, 0.020336, -0.099026, 0.99485, 4.1312, 0.74189, 0.28522
0.0079856, 0.021235, -0.11902, 0.99263, 4.2467, 0.72681, 0.29549
0.0001856, 0.027431, -0.14905, 0.98845, 4.3637, 0.71758, 0.27318
-0.010598, 0.031064, -0.18819, 0.98158, 4.4897, 0.68423, 0.25383
-0.01152, 0.038711, -0.23358, 0.9715, 4.6223, 0.61837, 0.22543
-0.0021886, 0.057983, -0.27699, 0.95912, 4.7164, 0.52675, 0.24706
0.002957, 0.077008, -0.31434, 0.94618, 4.8352, 0.42627, 0.2197
0.0061145, 0.085567, -0.3432, 0.93534, 4.9321, 0.31671, 0.19601
0.0039068, 0.091011, -0.3599, 0.92853, 5.032, 0.22199, 0.17246
0.0019449, 0.1064, -0.3688, 0.9234, 5.1036, 0.13796, 0.14033
-0.0033584, 0.11172, -0.38368, 0.91668, 5.2036, 0.057284, 0.11884
-3.6332e-05, 0.11573, -0.40283, 0.90793, 5.2764, -0.015562, 0.098251
0.0037677, 0.11669, -0.42773, 0.89633, 5.3472, -0.091379, 0.070489
-0.0031079, 0.1165, -0.46272, 0.87881, 5.417, -0.16398, 0.042185
-0.0091677, 0.13138, -0.496, 0.85828, 5.5146, -0.27118, 0.040269
-0.011735, 0.14458, -0.53105, 0.83483, 5.591, -0.37216, -0.012589
-0.0024501, 0.15478, -0.56312, 0.81175, 5.6296, -0.49628, -0.033939
0.0033863, 0.15736, -0.59002, 0.7919, 5.6656, -0.62122, -0.065408
0.0012307, 0.15955, -0.61255, 0.77416, 5.6936, -0.73076, -0.091396
-0.008009, 0.15425, -0.62618, 0.76423, 5.7184, -0.83679, -0.13453
-0.016341, 0.15319, -0.64078, 0.75211, 5.7386, -0.9072, -0.14773
