0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000
-0.00536, 0.00775, -0.02458, 0.99965, 0.11389, -0.00317, -0.01746
-0.01033, 0.00491, -0.03440, 0.99934, 0.23033, -0.01017, -0.02333
-0.01485, 0.00411, -0.01836, 0.99971, 0.32933, -0.01421, -0.00205
-0.01622, 0.00147, 0.00470, 0.99986, 0.43364, -0.00228, 0.00657
-0.01615, -0.00811, 0.02456, 0.99954, 0.53672, 0.01922, 0.00707
-0.01033, 0.00491, -0.03440, 0.99934, 0.23033, -0.01017, -0.02333
-0.01475, 0.00489, -0.01480, 0.99977, 0.31088, 0.02530, -0.01890
-0.01796, -0.00335, 0.00332, 0.99983, 0.39742, 0.03953, 0.01397
-0.01729, -0.01227, 0.01899, 0.99959, 0.48596, 0.06032, 0.03175
-0.01997, -0.02138, 0.03011, 0.99912, 0.59725, 0.08252, 0.03704
-0.02414, -0.02882, 0.03150, 0.99880, 0.70870, 0.08857, 0.04084
-0.02352, -0.02380, 0.02322, 0.99917, 0.83936, 0.11167, 0.02612
-0.01660, -0.01445, 0.01175, 0.99969, 0.96210, 0.11853, 0.07278
-0.01501, -0.00549, 0.00038, 0.99987, 1.07340, 0.13461, 0.06570
-0.00882, -0.00153, -0.00902, 0.99992, 1.18411, 0.15024, 0.10700
-0.00486, -0.00781, -0.00895, 0.99992, 1.27413, 0.19211, 0.13517
-0.00449, -0.01718, -0.00101, 0.99984, 1.37952, 0.22747, 0.12623
-0.01301, -0.02218, 0.00745, 0.99964, 1.47829, 0.24372, 0.12188
-0.02410, -0.02218, 0.01460, 0.99936, 1.57450, 0.25890, 0.08539
-0.02827, -0.02007, 0.01956, 0.99921, 1.67045, 0.28468, 0.11143
-0.02657, -0.02402, 0.02189, 0.99912, 1.78489, 0.28310, 0.12956
-0.02547, -0.02998, 0.01324, 0.99914, 1.90617, 0.28099, 0.16555
-0.02496, -0.02910, 0.00361, 0.99926, 2.02263, 0.29677, 0.15106
-0.02120, -0.02481, -0.00467, 0.99946, 2.13199, 0.32327, 0.15646
-0.01627, -0.01467, -0.00841, 0.99972, 2.22570, 0.34617, 0.18669
-0.00912, -0.01425, -0.01217, 0.99978, 2.33497, 0.35187, 0.20264
-0.00764, -0.01277, -0.01046, 0.99983, 2.43403, 0.38921, 0.20411
-0.01047, -0.01800, -0.00193, 0.99978, 2.52735, 0.42403, 0.18288
-0.01938, -0.02014, 0.00835, 0.99957, 2.62623, 0.46873, 0.17669
-0.02170, -0.01608, 0.02128, 0.99941, 2.71971, 0.50530, 0.15873
-0.01724, -0.01910, 0.02406, 0.99938, 2.80929, 0.50496, 0.20790
-0.01777, -0.01901, 0.01694, 0.99952, 2.91569, 0.54039, 0.19994
-0.01130, -0.01854, -0.00326, 0.99976, 3.03191, 0.51871, 0.24110
-0.01245, -0.00845, -0.02627, 0.99954, 3.15820, 0.54137, 0.19507
0.00370, 0.00714, -0.05385, 0.99852, 3.27999, 0.52407, 0.25846
0.00795, 0.02917, -0.08170, 0.99620, 3.41173, 0.53888, 0.23107
0.00900, 0.03282, -0.10536, 0.99385, 3.52480, 0.51276, 0.21811
0.00240, 0.02998, -0.11598, 0.99280, 3.62648, 0.45500, 0.20570
-0.00105, 0.02722, -0.11532, 0.99296, 3.71600, 0.42083, 0.21411
0.00104, 0.03106, -0.11929, 0.99237, 3.81456, 0.40538, 0.24178
0.00654, 0.03627, -0.13090, 0.99071, 3.91376, 0.37555, 0.21975
0.01127, 0.03872, -0.14983, 0.98789, 4.01604, 0.34173, 0.22728
0.00451, 0.04613, -0.17933, 0.98270, 4.12961, 0.31621, 0.19359
-0.00354, 0.05321, -0.21723, 0.97466, 4.25628, 0.28030, 0.19131
