0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000
-0.00536, 0.00775, -0.02458, 0.99965, 0.11389, -0.00317, -0.01746
-0.01033, 0.00491, -0.03440, 0.99934, 0.23033, -0.01017, -0.02333
-0.01485, 0.00411, -0.01836, 0.99971, 0.32933, -0.01421, -0.00205
-0.01622, 0.00147, 0.00470, 0.99986, 0.43364, -0.00228, 0.00657
-0.01615, -0.00811, 0.02456, 0.99954, 0.53672, 0.01922, 0.00707
-0.01033, 0.00491, -0.03440, 0.99934, 0.23033, -0.01017, -0.02333
-0.02359, -0.00460, 0.01066, 0.99965, 0.33132, -0.02149, -0.00204
-0.02486, -0.00703, 0.03368, 0.99910, 0.43677, 0.00335, 0.00200
-0.03782, -0.02162, 0.04080, 0.99822, 0.53600, 0.03661, 0.00779
-0.00844, -0.02699, 0.05412, 0.99813, 0.64427, 0.06402, 0.01164
-0.03621, -0.04137, 0.07306, 0.99581, 0.75394, 0.11077, 0.00993
-0.04297, -0.04677, 0.06714, 0.99572, 0.86296, 0.15398, 0.03539
-0.06898, -0.04629, 0.05608, 0.99496, 0.98552, 0.20025, 0.04060
-0.09080, -0.04437, 0.04364, 0.99392, 1.10844, 0.22486, 0.05454
-0.11674, -0.04118, 0.03497, 0.99169, 1.22893, 0.24706, 0.05767
-0.18040, -0.04841, 0.02817, 0.98200, 1.35709, 0.27161, 0.07153
-0.21546, -0.05800, 0.03066, 0.97431, 1.47880, 0.29631, 0.06558
-0.19682, -0.05388, 0.04749, 0.97781, 1.58464, 0.32221, 0.06427
-0.17397, -0.04877, 0.05869, 0.98179, 1.69155, 0.35907, 0.03882
-0.17306, -0.04412, 0.06638, 0.98168, 1.79652, 0.38186, 0.07308
-0.17009, -0.04708, 0.07013, 0.98180, 1.90398, 0.41582, 0.08685
-0.17379, -0.05391, 0.06317, 0.98127, 2.02160, 0.45714, 0.09929
-0.18266, -0.05812, 0.05106, 0.98013, 2.14563, 0.49621, 0.07419
-0.20741, -0.05647, 0.03931, 0.97583, 2.26324, 0.52504, 0.06277
-0.19771, -0.04736, 0.03482, 0.97850, 2.38575, 0.55028, 0.08600
-0.21434, -0.04582, 0.04020, 0.97486, 2.49343, 0.57550, 0.09356
-0.22573, -0.03646, 0.08872, 0.96946, 2.60712, 0.59356, 0.07805
-0.23465, -0.04034, 0.11223, 0.96474, 2.71193, 0.64590, 0.05213
-0.20394, -0.03453, 0.12910, 0.96982, 2.80969, 0.68605, 0.05122
-0.23765, -0.03160, 0.13583, 0.96129, 2.91375, 0.71767, 0.03636
-0.22166, -0.03050, 0.12494, 0.96661, 3.00707, 0.76439, 0.08803
-0.22253, -0.03299, 0.11820, 0.96717, 3.11271, 0.77839, 0.05956
-0.22206, -0.03869, 0.09877, 0.96925, 3.22965, 0.79485, 0.07893
-0.21690, -0.03070, 0.07476, 0.97284, 3.35326, 0.80759, 0.05427
-0.20654, -0.02450, 0.04456, 0.97712, 3.47331, 0.81801, 0.08387
-0.18272, 0.00003, 0.02832, 0.98276, 3.59901, 0.81499, 0.07011
-0.16923, 0.00338, -0.00886, 0.98553, 3.72236, 0.81501, 0.07624
-0.20515, 0.00115, -0.02876, 0.97831, 3.83767, 0.81315, 0.06258
-0.22922, -0.00472, -0.04234, 0.97244, 3.93988, 0.79946, 0.04802
-0.22475, -0.00387, -0.04516, 0.97336, 4.03942, 0.77027, 0.06492
-0.21134, -0.00139, -0.07189, 0.97476, 4.14896, 0.73727, 0.08756
-0.21182, -0.00512, -0.08917, 0.97322, 4.25409, 0.69513, 0.09412
-0.21834, -0.00540, -0.11845, 0.96864, 4.37885, 0.64198, 0.08486
-0.23295, 0.00738, -0.14907, 0.96097, 4.49940, 0.58703, 0.09046
