0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000
-0.00001, -0.00005, 0.00009, 1.00000, 0.02130, -0.00007, -0.00003
-0.00000, -0.00054, 0.00115, 1.00000, 0.03958, -0.00050, -0.00023
0.00000, -0.00121, 0.00260, 1.00000, 0.06333, -0.00113, -0.00052
0.00000, -0.00187, 0.00402, 0.99999, 0.08753, -0.00166, -0.00077
0.00000, -0.00253, 0.00543, 0.99998, 0.11174, -0.00212, -0.00099
0.00000, -0.00318, 0.00683, 0.99997, 0.13595, -0.00251, -0.00117
-0.00001, -0.00333, 0.00715, 0.99997, 0.15821, -0.00238, -0.00111
-0.00000, -0.00356, 0.00764, 0.99996, 0.17440, -0.00233, -0.00108
-0.00000, -0.00423, 0.00909, 0.99995, 0.19524, -0.00264, -0.00123
0.00000, -0.00489, 0.01051, 0.99993, 0.21944, -0.00287, -0.00133
0.00000, -0.00554, 0.01191, 0.99991, 0.24366, -0.00301, -0.00140
0.00000, -0.00619, 0.01330, 0.99989, 0.26788, -0.00308, -0.00143
-0.00001, -0.00659, 0.01416, 0.99988, 0.29165, -0.00286, -0.00133
-0.00000, -0.00673, 0.01445, 0.99987, 0.31010, -0.00244, -0.00113
0.00000, -0.00741, 0.01591, 0.99985, 0.33182, -0.00242, -0.00112
0.00000, -0.00805, 0.01730, 0.99982, 0.35604, -0.00229, -0.00106
0.00000, -0.00869, 0.01868, 0.99979, 0.38026, -0.00210, -0.00097
0.00000, -0.00933, 0.02005, 0.99976, 0.40449, -0.00183, -0.00085
-0.00001, -0.00981, 0.02107, 0.99973, 0.42851, -0.00136, -0.00062
-0.00001, -0.00979, 0.02104, 0.99973, 0.44730, -0.00055, -0.00025
-0.00000, -0.01033, 0.02220, 0.99970, 0.46398, -0.00030, -0.00013
0.00000, -0.01099, 0.02362, 0.99966, 0.48711, 0.00013, 0.00007
0.00000, -0.01163, 0.02498, 0.99962, 0.51133, 0.00065, 0.00031
0.00000, -0.01226, 0.02634, 0.99958, 0.53556, 0.00122, 0.00058
