686.70500, 0.00000, 0.00000, 0.00000, 1.00000, 0.00000, 0.00000, 0.00000
686.75500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00000, -0.00000, -0.00000
686.80500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00000, -0.00000, -0.00000
686.85500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00000, -0.00000, -0.00000
686.90500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00000, -0.00000, -0.00000
686.95500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00000, -0.00000, -0.00000
687.00500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.05500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.10500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.15500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.20500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.25500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.30500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.35500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.40500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.45500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.50500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00001, -0.00000, -0.00000
687.55500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.60500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.65500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.70500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.75500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.80500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.85500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.90500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
687.95500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
688.00500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
688.05500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00002, -0.00000, -0.00000
688.10500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00003, -0.00000, -0.00000
688.15500, -0.00000, -0.00000, 0.00000, 1.00000, 0.00003, -0.00000, -0.00000
688.20500, 0.00001, -0.00210, 0.00454, 0.99999, 0.00063, 0.00229, 0.00106
688.25500, 0.00002, -0.00675, 0.01453, 0.99987, 0.00460, 0.00749, 0.00348
688.30500, 0.00003, -0.01157, 0.02490, 0.99962, 0.01545, 0.01327, 0.00618
688.35500, 0.00002, -0.01598, 0.03442, 0.99928, 0.03355, 0.01933, 0.00899
688.40500, -0.00002, -0.01919, 0.04151, 0.99895, 0.05557, 0.02445, 0.01130
688.45500, -0.00001, -0.02267, 0.04870, 0.99856, 0.07480, 0.02977, 0.01385
688.50500, -0.00001, -0.02524, 0.05424, 0.99821, 0.08942, 0.03398, 0.01581
688.55500, -0.00001, -0.02755, 0.05920, 0.99787, 0.09650, 0.03721, 0.01731
688.60500, -0.00001, -0.02927, 0.06289, 0.99759, 0.09722, 0.03914, 0.01822
688.65500, 0.00003, -0.03067, 0.06593, 0.99735, 0.09737, 0.04064, 0.01891
688.70500, 0.00002, -0.03502, 0.07526, 0.99655, 0.09988, 0.04597, 0.02140
688.75500, 0.00002, -0.03985, 0.08563, 0.99553, 0.10821, 0.05288, 0.02461
688.80500, 0.00002, -0.04453, 0.09570, 0.99441, 0.12357, 0.06115, 0.02846
688.85500, 0.00000, -0.04780, 0.10288, 0.99354, 0.14433, 0.06927, 0.03220
688.90500, -0.00008, -0.05044, 0.10854, 0.99281, 0.16518, 0.07634, 0.03545
688.95500, -0.00001, -0.05276, 0.11336, 0.99215, 0.18033, 0.08202, 0.03818
689.00500, -0.00000, -0.05450, 0.11709, 0.99162, 0.18831, 0.08568, 0.03988
689.05500, -0.00000, -0.05542, 0.11907, 0.99134, 0.18955, 0.08695, 0.04047
689.10500, 0.00002, -0.05626, 0.12090, 0.99107, 0.18956, 0.08783, 0.04088
689.15500, 0.00002, -0.06040, 0.12979, 0.98970, 0.19075, 0.09296, 0.04327
689.20500, 0.00002, -0.06512, 0.13994, 0.98802, 0.19736, 0.10033, 0.04670
689.25500, 0.00002, -0.06974, 0.14988, 0.98624, 0.21096, 0.10993, 0.05117
689.30500, 0.00000, -0.07279, 0.15657, 0.98498, 0.23112, 0.12023, 0.05592
689.35500, -0.00007, -0.07501, 0.16147, 0.98402, 0.25273, 0.12944, 0.06014
689.40500, -0.00000, -0.07741, 0.16632, 0.98303, 0.26763, 0.13697, 0.06375
689.45500, -0.00000, -0.07910, 0.16995, 0.98227, 0.27605, 0.14171, 0.06596
689.50500, -0.00000, -0.07987, 0.17160, 0.98192, 0.27779, 0.14317, 0.06664
689.55500, 0.00001, -0.07994, 0.17174, 0.98189, 0.27778, 0.14322, 0.06666
689.60500, 0.00002, -0.08285, 0.17804, 0.98053, 0.27778, 0.14675, 0.06830
689.65500, 0.00002, -0.08725, 0.18748, 0.97839, 0.28149, 0.15356, 0.07147
689.70500, 0.00002, -0.09194, 0.19756, 0.97597, 0.29089, 0.16326, 0.07599
689.75500, 0.00002, -0.09579, 0.20587, 0.97388, 0.30703, 0.17526, 0.08157
689.80500, -0.00005, -0.09772, 0.21032, 0.97274, 0.32887, 0.18775, 0.08728
689.85500, -0.00009, -0.09992, 0.21481, 0.97153, 0.34562, 0.19742, 0.09182
689.90500, -0.00000, -0.10204, 0.21923, 0.97032, 0.35596, 0.20468, 0.09526
689.95500, -0.00000, -0.10317, 0.22167, 0.96965, 0.35994, 0.20796, 0.09679
